Unnamed: 0.1,Function,cyclomatic_complexity,javadoc_length,tokens,LOC,Unnamed: 0,doc_bin,loc_bin,group,class_name,SPF_Results,SPF_Time
481,"public class CIRCLEUP {
/**
	 * A ""circle up"" function. Returns y on a unit circle given 1-x. Useful for forming bevels.
	 * @param x the input parameter in the range 0..1
	 * @return the output value
	 */
	public static float circleUp(float x) {
		x = 1-x;
		return (float)Math.sqrt(1-x*x);
	}
}",1.0,1,16,2,345.0,Medium (11-20),Very Short (2-5),Medium (11-20) | Very Short (2-5),CIRCLEUP,No path condition,1.3086678981781006
483,"public class MOD {
/**
	 * Return a mod b. This differs from the % operator with respect to negative numbers.
	 * @param a the dividend
	 * @param b the divisor
	 * @return a mod b
	 */
	public static float mod(float a, float b) {
		int n = (int)(a/b);
		
		a -= n*b;
		if (a < 0)
			return a + b;
		return a;
	}
}",2.0,1,15,4,347.0,Medium (11-20),Very Short (2-5),Medium (11-20) | Very Short (2-5),MOD,No path condition,1.3940353393554688
480,"public class SMOOTHSTEP {
/**
	 * A smoothed step function. A cubic function is used to smooth the step between two thresholds.
	 * @param a the lower threshold position
	 * @param b the upper threshold position
	 * @param x the input parameter
	 * @return the output value
	 */
	public static float smoothStep(float a, float b, float x) {
		if (x < a)
			return 0;
		if (x >= b)
			return 1;
		x = (x - a) / (b - a);
		return x*x * (3 - 2*x);
	}
}",3.0,1,16,4,344.0,Medium (11-20),Very Short (2-5),Medium (11-20) | Very Short (2-5),SMOOTHSTEP,"Inputs: a_1_SYMREAL,b_2_SYMREAL,x_3_SYMREAL

(1.0f,-9223372036854775808(don't care),0.0f)  --> Return Value: 0.0
demo.Distance.distance(0.0f,1.0f,0.0f)  --> ""java.lang.ArithmeticException: div by 0...""
(0.0f,0.0f,0.0f)  --> Return Value: 1.0
(0.5f,0.0f,0.5f)  --> Return Value: 1.0
demo.Distance.distance(0.0f,1.0f,0.5f)  --> ""java.lang.ArithmeticException: div by 0...""
(0.0f,0.5f,0.5f)  --> Return Value: 1.0
(0.0f,0.0f,0.5f)  --> Return Value: 1.0
",1.4646904468536377
707,"public class MULTIPLYEXACT {
/**
     * Returns the product of the arguments,
     * throwing an exception if the result overflows an {@code int}.
     *
     * @param x the first value
     * @param y the second value
     * @return the result
     * @throws ArithmeticException if the result overflows an int
     * @since 1.8
     */
    public static int multiplyExact(int x, int y) {
        long r = (long)x * (long)y;
        if ((int)r != r) {
            throw new ArithmeticException(""integer overflow"");
        }
        return (int)r;
    }
}",2.0,2,16,4,571.0,Medium (11-20),Very Short (2-5),Medium (11-20) | Very Short (2-5),MULTIPLYEXACT,"Inputs: x_1_SYMINT,y_2_SYMINT

(0,0)  --> Return Value: 0
",1.4241480827331543
315,"public class GETCORRESPONDINGSYMBOL {
/**
     * Looks for the corresponding symbol in the font Symbol.
     *
     * @param	c	the original ASCII-char
     * @return	the corresponding symbol in font Symbol
     */
    public static char getCorrespondingSymbol(char c) {
        switch(c) {
            case 913:
                return 'A'; // ALFA
            case 914:
                return 'B'; // BETA
            case 915:
                return 'G'; // GAMMA
            case 916:
                return 'D'; // DELTA
            case 917:
                return 'E'; // EPSILON
            case 918:
                return 'Z'; // ZETA
            case 919:
                return 'H'; // ETA
            case 920:
                return 'Q'; // THETA
            case 921:
                return 'I'; // IOTA
            case 922:
                return 'K'; // KAPPA
            case 923:
                return 'L'; // LAMBDA
            case 924:
                return 'M'; // MU
            case 925:
                return 'N'; // NU
            case 926:
                return 'X'; // XI
            case 927:
                return 'O'; // OMICRON
            case 928:
                return 'P'; // PI
            case 929:
                return 'R'; // RHO
            case 931:
                return 'S'; // SIGMA
            case 932:
                return 'T'; // TAU
            case 933:
                return 'U'; // UPSILON
            case 934:
                return 'F'; // PHI
            case 935:
                return 'C'; // CHI
            case 936:
                return 'Y'; // PSI
            case 937:
                return 'W'; // OMEGA
            case 945:
                return 'a'; // alfa
            case 946:
                return 'b'; // beta
            case 947:
                return 'g'; // gamma
            case 948:
                return 'd'; // delta
            case 949:
                return 'e'; // epsilon
            case 950:
                return 'z'; // zeta
            case 951:
                return 'h'; // eta
            case 952:
                return 'q'; // theta
            case 953:
                return 'i'; // iota
            case 954:
                return 'k'; // kappa
            case 955:
                return 'l'; // lambda
            case 956:
                return 'm'; // mu
            case 957:
                return 'n'; // nu
            case 958:
                return 'x'; // xi
            case 959:
                return 'o'; // omicron
            case 960:
                return 'p'; // pi
            case 961:
                return 'r'; // rho
            case 962:
                return 'V'; // sigma
            case 963:
                return 's'; // sigma
            case 964:
                return 't'; // tau
            case 965:
                return 'u'; // upsilon
            case 966:
                return 'f'; // phi
            case 967:
                return 'c'; // chi
            case 968:
                return 'y'; // psi
            case 969:
                return 'w'; // omega
                default:
                    return ' ';
        }
    }
}",2.0,1,9,101,179.0,Short (4-10),Long (21+),Short (4-10) | Long (21+),GETCORRESPONDINGSYMBOL,"Inputs: c_1_SYMINT

(913)  --> Return Value: 65
(914)  --> Return Value: 66
(915)  --> Return Value: 71
(916)  --> Return Value: 68
(917)  --> Return Value: 69
(918)  --> Return Value: 90
(919)  --> Return Value: 72
(920)  --> Return Value: 81
(921)  --> Return Value: 73
(922)  --> Return Value: 75
(923)  --> Return Value: 76
(924)  --> Return Value: 77
(925)  --> Return Value: 78
(926)  --> Return Value: 88
(927)  --> Return Value: 79
(928)  --> Return Value: 80
(929)  --> Return Value: 82
(930)  --> Return Value: 32
(931)  --> Return Value: 83
(932)  --> Return Value: 84
(933)  --> Return Value: 85
(934)  --> Return Value: 70
(935)  --> Return Value: 67
(936)  --> Return Value: 89
(937)  --> Return Value: 87
(938)  --> Return Value: 32
(939)  --> Return Value: 32
(940)  --> Return Value: 32
(941)  --> Return Value: 32
(942)  --> Return Value: 32
(943)  --> Return Value: 32
(944)  --> Return Value: 32
(945)  --> Return Value: 97
(946)  --> Return Value: 98
(947)  --> Return Value: 103
(948)  --> Return Value: 100
(949)  --> Return Value: 101
(950)  --> Return Value: 122
(951)  --> Return Value: 104
(952)  --> Return Value: 113
(953)  --> Return Value: 105
(954)  --> Return Value: 107
(955)  --> Return Value: 108
(956)  --> Return Value: 109
(957)  --> Return Value: 110
(958)  --> Return Value: 120
(959)  --> Return Value: 111
(960)  --> Return Value: 112
(961)  --> Return Value: 114
(962)  --> Return Value: 86
(963)  --> Return Value: 115
(964)  --> Return Value: 116
(965)  --> Return Value: 117
(966)  --> Return Value: 102
(967)  --> Return Value: 99
(968)  --> Return Value: 121
(969)  --> Return Value: 119
(0)  --> Return Value: 32
",1.5574951171875
44,"public class SCALB {
/**
     * Multiply a double number by a power of 2.
     * @param d number to multiply
     * @param n power of 2
     * @return d &times; 2<sup>n</sup>
     */
    public static double scalb(final double d, final int n) {

        // first simple and fast handling when 2^n can be represented using normal numbers
        if ((n > -1023) && (n < 1024)) {
            return d * Double.longBitsToDouble(((long) (n + 1023)) << 52);
        }

        // handle special cases
        if (Double.isNaN(d) || Double.isInfinite(d) || (d == 0)) {
            return d;
        }
        if (n < -2098) {
            return (d > 0) ? 0.0 : -0.0;
        }
        if (n > 2097) {
            return (d > 0) ? Double.POSITIVE_INFINITY : Double.NEGATIVE_INFINITY;
        }

        // decompose d
        final long bits = Double.doubleToRawLongBits(d);
        final long sign = bits & 0x8000000000000000L;
        int  exponent   = ((int) (bits >>> 52)) & 0x7ff;
        long mantissa   = bits & 0x000fffffffffffffL;

        // compute scaled exponent
        int scaledExponent = exponent + n;

        if (n < 0) {
            // we are really in the case n <= -1023
            if (scaledExponent > 0) {
                // both the input and the result are normal numbers, we only adjust the exponent
                return Double.longBitsToDouble(sign | (((long) scaledExponent) << 52) | mantissa);
            } else if (scaledExponent > -53) {
                // the input is a normal number and the result is a subnormal number

                // recover the hidden mantissa bit
                mantissa |= 1L << 52;

                // scales down complete mantissa, hence losing least significant bits
                final long mostSignificantLostBit = mantissa & (1L << (-scaledExponent));
                mantissa >>>= 1 - scaledExponent;
                if (mostSignificantLostBit != 0) {
                    // we need to add 1 bit to round up the result
                    mantissa++;
                }
                return Double.longBitsToDouble(sign | mantissa);
            } else {
                // no need to compute the mantissa, the number scales down to 0
                return (sign == 0L) ? 0.0 : -0.0;
            }
        } else {
            // we are really in the case n >= 1024
            if (exponent == 0) {

                // the input number is subnormal, normalize it
                while ((mantissa >>> 52) != 1) {
                    mantissa <<= 1;
                    --scaledExponent;
                }
                ++scaledExponent;
                mantissa &= 0x000fffffffffffffL;

                if (scaledExponent < 2047) {
                    return Double.longBitsToDouble(sign | (((long) scaledExponent) << 52) | mantissa);
                } else {
                    return (sign == 0L) ? Double.POSITIVE_INFINITY : Double.NEGATIVE_INFINITY;
                }
            } else if (scaledExponent < 2047) {
                return Double.longBitsToDouble(sign | (((long) scaledExponent) << 52) | mantissa);
            } else {
                return (sign == 0L) ? Double.POSITIVE_INFINITY : Double.NEGATIVE_INFINITY;
            }
        }
    }
}",16.0,1,9,40,,Short (4-10),Long (21+),Short (4-10) | Long (21+),SCALB,"Inputs: d_1_SYMREAL,n_2_SYMINT

(-9223372036854775808(don't care),0)  --> Return Value: 4.9E-324
(-9223372036854775808(don't care),-2099)  --> Return Value: 0.0
(-9223372036854775808(don't care),-1023)  --> Return Value: 0.0
(-9223372036854775808(don't care),2098)  --> Return Value: Infinity
",2.949916124343872
506,"public class MIRRORVERTICALLY {
/**
     * mirror each row separately
     *
     * @param position as long
     * @return position mirrored vertically
     */
    public static long mirrorVertically(long position) {
        long verticallyMirroredPosition;
        verticallyMirroredPosition = ((position & (1L << 2)) << 42) | ((position & (1L << 3)) << 42) | ((position & (1L << 4)) << 42);
        verticallyMirroredPosition |= ((position & (1L << 9)) << 28) | ((position & (1L << 10)) << 28) | ((position & (1L << 11)) << 28);
        verticallyMirroredPosition |= ((position & (1L << 14)) << 14) | ((position & (1L << 15)) << 14) | ((position & (1L << 16)) << 14)
                | ((position & (1L << 17)) << 14) | ((position & (1L << 18)) << 14) | ((position & (1L << 19)) << 14)
                | ((position & (1L << 20)) << 14);
        verticallyMirroredPosition |= ((position & (1L << 21))) | ((position & (1L << 22))) | ((position & (1L << 23)))
                | ((position & (1L << 24)))
                | ((position & (1L << 25))) | ((position & (1L << 26))) | ((position & (1L << 27)));
        verticallyMirroredPosition |= ((position & (1L << 28)) >> 14) | ((position & (1L << 29)) >> 14) | ((position & (1L << 30)) >> 14)
                | ((position & (1L << 31)) >> 14) | ((position & (1L << 32)) >> 14) | ((position & (1L << 33)) >> 14)
                | ((position & (1L << 34)) >> 14);
        verticallyMirroredPosition |= ((position & (1L << 37)) >> 28) | ((position & (1L << 38)) >> 28) | ((position & (1L << 39)) >> 28);
        verticallyMirroredPosition |= ((position & (1L << 44)) >> 42) | ((position & (1L << 45)) >> 42) | ((position & (1L << 46)) >> 42);
        return verticallyMirroredPosition;
    }
}",1.0,1,4,42,370.0,Short (4-10),Long (21+),Short (4-10) | Long (21+),MIRRORVERTICALLY,No path condition,1.276078701019287
622,"public class ISVALIDCODE {
/**
     * Checks that the type code letter is valid
     * @param aCode Lower-cased type code to validate.
     * @return true if the type code is valid, otherwise false.
     */
    public static boolean isValidCode(char aCode) {

        /* Allowed values for test codes are:
         * (note that UPPERCASE codes, while valid are only processed if the
         * system property IgnoreCodeCase has been set to true)
         *
         * 'u' - update
         * 'c' - count
         * 'e' - exception
         * 'r' - results
         * 'w' - wait
         * 'p' - proceed
         * 's' - silent
         * 'd' - display   (No reason to use upper-case).
         * ' ' - not a test
         */
        switch (aCode) {

            case ' ' :
            case 'r' :
            case 'o' :
            case 'e' :
            case 'c' :
            case 'u' :
            case 's' :
            case 'd' :
            case 'w' :
            case 'p' :
                return true;
        }

        return false;
    }
}",2.0,1,8,27,486.0,Short (4-10),Long (21+),Short (4-10) | Long (21+),ISVALIDCODE,"Inputs: aCode_1_SYMINT

(32)  --> Return Value: 1
(99)  --> Return Value: 1
(100)  --> Return Value: 1
(101)  --> Return Value: 1
(111)  --> Return Value: 1
(112)  --> Return Value: 1
(114)  --> Return Value: 1
(115)  --> Return Value: 1
(117)  --> Return Value: 1
(119)  --> Return Value: 1
(0)  --> Return Value: 0
",1.7620184421539309
560,"public class CALCULATEDOWNTICKMULTIPLE {
/**
     * Want to drop rate faster then increase.
     * @param c -
     * @return -
     */
    public float calculateDownTickMultiple(int c) {

        float multiple=0.0f;
        if(c<0){
            return multiple;
        }

        switch(c){
            case 0:
            case 1:
                multiple=0.25f;
                break;
            case 2:
                multiple=0.5f;
                break;
            case 3:
                multiple=1.0f;
                break;
            case 4:
                multiple=2.0f;
                break;
            case 5:
                multiple=3.0f;
                break;
            case 6:
                multiple=4.0f;
                break;
            case 7:
                multiple=6.0f;
                break;
            case 8:
                multiple=9.0f;
                break;
            case 9:
                multiple=15.0f;
                break;
            default:
                multiple=20.0f;
        }//switch
        return multiple;
    }
}",3.0,1,7,36,424.0,Short (4-10),Long (21+),Short (4-10) | Long (21+),CALCULATEDOWNTICKMULTIPLE,"Inputs: c_1_SYMINT

(-1)  --> Return Value: 0.0
(0)  --> Return Value: 0.25
(1)  --> Return Value: 0.25
(2)  --> Return Value: 0.5
(3)  --> Return Value: 1.0
(4)  --> Return Value: 2.0
(5)  --> Return Value: 3.0
(6)  --> Return Value: 4.0
(7)  --> Return Value: 6.0
(8)  --> Return Value: 9.0
(9)  --> Return Value: 15.0
(10)  --> Return Value: 20.0
",1.449932336807251
762,"public class ISTABLE {
/**
     * Returns true if ""arc"" identifies a table object.
     */
    public boolean isTable(long arc) {

        switch((int)arc) {
            case 23:
                return true;
            case 22:
                return true;
            case 21:
                return true;
            case 20:
                return true;
            default:
                break;
        }
        return false;
    }
}",2.0,1,8,12,626.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),ISTABLE,"Inputs: arc_1_SYMINT

(20l)  --> Return Value: 1
(21l)  --> Return Value: 1
(22l)  --> Return Value: 1
(23l)  --> Return Value: 1
(0l)  --> Return Value: 0
",1.6276309490203855
766,"public class ISVARIABLE {
/**
     * Returns true if ""arc"" identifies a scalar object.
     */
    public boolean isVariable(long arc) {

        switch((int)arc) {
            case 9:
            case 8:
            case 7:
            case 6:
            case 5:
            case 4:
            case 3:
            case 11:
            case 2:
            case 10:
            case 1:
                return true;
            default:
                break;
        }
        return false;
    }
}",2.0,1,8,16,630.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),ISVARIABLE,"Inputs: arc_1_SYMINT

(1l)  --> Return Value: 1
(2l)  --> Return Value: 1
(3l)  --> Return Value: 1
(4l)  --> Return Value: 1
(5l)  --> Return Value: 1
(6l)  --> Return Value: 1
(7l)  --> Return Value: 1
(8l)  --> Return Value: 1
(9l)  --> Return Value: 1
(10l)  --> Return Value: 1
(11l)  --> Return Value: 1
(0l)  --> Return Value: 0
",1.5531330108642578
253,"public class SAFEMULTIPLY {
/**
     * Multiply two values throwing an exception if overflow occurs.
     * 
     * @param val1  the first value
     * @param scalar  the second value
     * @return the new total
     * @throws ArithmeticException if the value is too big or too small
     * @since 1.2
     */
    public static long safeMultiply(long val1, int scalar) {
        switch (scalar) {
        case -1:
            return -val1;
        case 0:
            return 0L;
        case 1:
            return val1;
        }
        long total = val1 * scalar;
        if (total / scalar != val1) {
            throw new ArithmeticException
                (""The calculation caused an overflow: "" + val1 + "" * "" + scalar);
        }
        return total;
    }
}",3.0,1,9,11,117.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),SAFEMULTIPLY,"Inputs: val1_1_SYMINT,scalar_2_SYMINT

(-9223372036854775808(don't care),-1)  --> Return Value: -9223372036854775808
(-9223372036854775808(don't care),0)  --> Return Value: 0
(-9223372036854775808(don't care),1)  --> Return Value: -9223372036854775808
demo.Distance.distance(-9223372036854775808(don't care),-9223372036854775808(don't care))  --> ""java.lang.ArithmeticException: long division by zero...""
",1.702228307723999
736,"public class GETHUE {
/**
     * Calculates the hue component for HSL and HSV color spaces.
     *
     * @param red    the red component of the color
     * @param green  the green component of the color
     * @param blue   the blue component of the color
     * @param max    the larger of {@code red}, {@code green} and {@code blue}
     * @param min    the smaller of {@code red}, {@code green} and {@code blue}
     * @return the hue component
     */
    static float getHue(float red, float green, float blue, float max, float min) {
        float hue = max - min;
        if (hue > 0.0f) {
            if (max == red) {
                hue = (green - blue) / hue;
                if (hue < 0.0f) {
                    hue += 6.0f;
                }
            }
            else if (max == green) {
                hue = 2.0f + (blue - red) / hue;
            }
            else /*max == blue*/ {
                hue = 4.0f + (red - green) / hue;
            }
            hue /= 6.0f;
        }
        return hue;
    }
}",5.0,1,10,12,600.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),GETHUE,"Inputs: red_1_SYMREAL,green_2_SYMREAL,blue_3_SYMREAL,max_4_SYMREAL,min_5_SYMREAL

(-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care),0.0f,1.0f)  --> Return Value: -1.0
(-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care),0.0f,0.0f)  --> Return Value: 0.0
demo.Distance.distance(0.5f,-9223372036854775808(don't care),-9223372036854775808(don't care),0.5f,0.0f)  --> ""java.lang.ArithmeticException: div by 0...""
demo.Distance.distance(1.0f,1.0f,-9223372036854775808(don't care),0.5f,0.0f)  --> ""java.lang.ArithmeticException: div by 0...""
demo.Distance.distance(1.0f,0.5f,-9223372036854775808(don't care),0.5f,0.0f)  --> ""java.lang.ArithmeticException: div by 0...""
demo.Distance.distance(1.0f,0.0f,-9223372036854775808(don't care),0.5f,0.0f)  --> ""java.lang.ArithmeticException: div by 0...""
demo.Distance.distance(0.0f,1.0f,-9223372036854775808(don't care),0.5f,0.0f)  --> ""java.lang.ArithmeticException: div by 0...""
demo.Distance.distance(0.0f,0.5f,-9223372036854775808(don't care),0.5f,0.0f)  --> ""java.lang.ArithmeticException: div by 0...""
demo.Distance.distance(0.0f,0.0f,-9223372036854775808(don't care),0.5f,0.0f)  --> ""java.lang.ArithmeticException: div by 0...""
",1.690506935119629
568,"public class ARABICCHARSHAPESDUEL {
/**
     * Returns true if character has duel shaping.
     *
     * @param c The character to test.
     * @return True if the character is duel shaping, false otherwise.
     */
    public static boolean arabicCharShapesDuel(char c) {
        int charVal = c;

        if ((charVal == 0x0626)
         || (charVal == 0x0628)
         || (charVal >= 0x062A && charVal <= 0x062E)
         || (charVal >= 0x0633 && charVal <= 0x063A)
         || (charVal >= 0x0641 && charVal <= 0x0647)
         || (charVal >= 0x0649 && charVal <= 0x064A)
         || (charVal >= 0x0678 && charVal <= 0x0687)
         || (charVal >= 0x069A && charVal <= 0x06BF)
         || (charVal == 0x6C1)
         || (charVal == 0x6CC)
         || (charVal == 0x6CE)
         || (charVal >= 0x06D0 && charVal <= 0x06D1)
         || (charVal >= 0x06FA && charVal <= 0x06FC)) {
            return true;
        }
        return false;
    }
}",22.0,1,7,16,432.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),ARABICCHARSHAPESDUEL,"Inputs: c_1_SYMINT

(1574)  --> Return Value: 1
(1576)  --> Return Value: 1
(0)  --> Return Value: 0
(1578)  --> Return Value: 1
(1583)  --> Return Value: 0
(1587)  --> Return Value: 1
(1595)  --> Return Value: 0
(1601)  --> Return Value: 1
(1608)  --> Return Value: 0
(1609)  --> Return Value: 1
(1611)  --> Return Value: 0
(1656)  --> Return Value: 1
(1672)  --> Return Value: 0
(1690)  --> Return Value: 1
(1729)  --> Return Value: 1
(1740)  --> Return Value: 1
(1742)  --> Return Value: 1
(1728)  --> Return Value: 0
(1744)  --> Return Value: 1
(1746)  --> Return Value: 0
(1786)  --> Return Value: 1
(1789)  --> Return Value: 0
",1.7486519813537598
393,"public class ISPOINTONLINE {
/**
	 * Checks if a point is on a line.
	 * 
	 * @param x0 x value of first point in line
	 * @param y0 y value of first point in line
	 * @param x1 x value of second point in line
	 * @param y1 y value of second point in line
	 * @param xt x value of target point
	 * @param yt y value of target point
	 * @return return true if point is on the line, false if the point isn't on the line
	 */
	public static boolean isPointOnLine(int x0, int y0, int x1, int y1, int xt, int yt) {
		// this implementation avoids using doubles
		// apply transformation points to change target point to (0,0)
		x0 -= xt;
		y0 -= yt;
		x1 -= xt;
		y1 -= yt;

		// ensure that x0 is smaller than x1 so that we can just check to see if the line intersects the y axis easily
		if (x0 > x1) {
			int xtemp = x0;
			int ytemp = y0;
			x0 = x1;
			y0 = y1;
			x1 = xtemp;
			y1 = ytemp;
		}

		// if a point is on the edge of shape (on a line), it's considered outside the shape
		// special case if line is on y-axis
		if (x0 == 0 && x1 == 0) {
			// ensure that y0 is smaller than y1 so that we can just check if the line intersects the x axis
			if (y0 > y1) {
				int ytemp = y0;
				y0 = y1;
				y1 = ytemp;
			}
			// test to see if we have a vertical line touches x-axis
			if (y0 <= 0 && y1 >= 0)
				return true;
			// checks if point is on the line, see comments in contain() for derivation of similar 
			// formula - left as an exercise to the reader ;)
		} else if ((x0 <= 0 && x1 >= 0) && (y0 * (x1 - x0)) == ((y1 - y0) * x0)) {
			return true;
		}
		return false;
	}
}",10.0,1,8,20,257.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),ISPOINTONLINE,"Inputs: x0_1_SYMINT,y0_2_SYMINT,x1_3_SYMINT,y1_4_SYMINT,xt_5_SYMINT,yt_6_SYMINT

(1,0,0,0,0,0)  --> Return Value: 1
(4,0,2,-2147483647,2,-2147483648)  --> Return Value: 0
(1,-9223372036854775808(don't care),0,-9223372036854775808(don't care),-1,-9223372036854775808(don't care))  --> Return Value: 0
(0,-9223372036854775808(don't care),0,-9223372036854775808(don't care),-1,-9223372036854775808(don't care))  --> Return Value: 0
(0,-9223372036854775808(don't care),-1,-9223372036854775808(don't care),1,-9223372036854775808(don't care))  --> Return Value: 0
(0,0,1,0,0,0)  --> Return Value: 1
(0,1,2,0,0,0)  --> Return Value: 0
(0,-9223372036854775808(don't care),0,-9223372036854775808(don't care),1,-9223372036854775808(don't care))  --> Return Value: 0
(0,0,-1,0,0,0)  --> Return Value: 1
(3,1,0,0,2,0)  --> Return Value: 0
(0,1,0,0,0,-1)  --> Return Value: 0
(0,0,0,0,0,-1)  --> Return Value: 0
(-1,0,0,0,0,0)  --> Return Value: 1
(0,0,3,0,2,-2147483647)  --> Return Value: 0
(0,0,0,-1,0,0)  --> Return Value: 1
(0,-1,0,-2,0,0)  --> Return Value: 0
(0,0,0,0,0,0)  --> Return Value: 1
(0,0,0,0,0,1)  --> Return Value: 0
",1.8130216598510744
467,"public class IMAGEFONTHEIGHT {
/**
    * Get font height.
    *
    * @param font a font previously loaded with {@link #imageloadfont},
    *             or 1 -5 for built-in fonts
    */
   public static int imagefontheight(int font) {
      if (font < 1) {
         return 8;
      } else if (font == 1) {
         return 8;
      } else if (font == 2) {
         return 13;
      } else if (font == 3) {
         return 13;
      } else if (font == 4) {
         return 16;
      } else if (font == 5) {
         return 15;
      } else {
         return 15;
      }
   }
}",7.0,2,9,14,331.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),IMAGEFONTHEIGHT,"Inputs: font_1_SYMINT

(0)  --> Return Value: 8
(1)  --> Return Value: 8
(2)  --> Return Value: 13
(3)  --> Return Value: 13
(4)  --> Return Value: 16
(5)  --> Return Value: 15
(6)  --> Return Value: 15
",1.4423987865447998
758,"public class ISVARIABLE {
/**
     * Returns true if ""arc"" identifies a scalar object.
     */
    public boolean isVariable(long arc) {

        switch((int)arc) {
            case 2:
            case 1:
                return true;
            default:
                break;
        }
        return false;
    }
}",2.0,1,8,7,622.0,Short (4-10),Short (6-10),Short (4-10) | Short (6-10),ISVARIABLE,"Inputs: arc_1_SYMINT

(1l)  --> Return Value: 1
(2l)  --> Return Value: 1
(0l)  --> Return Value: 0
",1.5499224662780762
65,"public class MED3 {
/**
     * Find the median index of 3 values.
     *
     * @param a Value.
     * @param b Value.
     * @param c Value.
     * @param ia Index of a.
     * @param ib Index of b.
     * @param ic Index of c.
     * @return the median index
     */
    public static int med3(double a, double b, double c, int ia, int ib, int ic) {
        if (a < b) {
            if (b < c) {
                return ib;
            }
            return a < c ? ic : ia;
        }
        if (b > c) {
            return ib;
        }
        return a > c ? ic : ia;
    }
}",4.0,1,7,7,,Short (4-10),Short (6-10),Short (4-10) | Short (6-10),MED3,"Inputs: a_1_SYMREAL,b_2_SYMREAL,c_3_SYMREAL,ia_4_SYMINT,ib_5_SYMINT,ic_6_SYMINT

(0.0,1.0,2.0,-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care))  --> Return Value: -9223372036854775808
(0.0,1.0,1.0,-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care))  --> Return Value: -9223372036854775808
(0.0,0.0,1.0,-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care))  --> Return Value: -9223372036854775808
(0.0,0.0,0.0,-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care))  --> Return Value: -9223372036854775808
(0.5,0.5,0.0,-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care))  --> Return Value: -9223372036854775808
(0.5,0.0,0.0,-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care))  --> Return Value: -9223372036854775808
(1.0,0.5,0.0,-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care))  --> Return Value: -9223372036854775808
(0.0,1.0,0.5,-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care))  --> Return Value: -9223372036854775808
(0.0,1.0,0.0,-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care))  --> Return Value: -9223372036854775808
(0.25,0.5,0.0,-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care))  --> Return Value: -9223372036854775808
(0.5,0.0,1.0,-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care))  --> Return Value: -9223372036854775808
(0.5,0.0,0.5,-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care))  --> Return Value: -9223372036854775808
(0.5,0.0,0.25,-9223372036854775808(don't care),-9223372036854775808(don't care),-9223372036854775808(don't care))  --> Return Value: -9223372036854775808
",1.4801924228668213
147,"public class ISWHITESPACE {
/**
         * Check if c is whitespace.
         * @param c character to test
         * @return true if c is a whitespace character
         */
        public boolean isWhitespace(char c) {
            switch(c) {
            case ' ':
            case '\t':
            case '\f':
            case '\n':
            case '\r':
            case 11: /* VT */
                return true;
            default:
                return false;
            }
        }
}",2.0,1,5,10,11.0,Short (4-10),Short (6-10),Short (4-10) | Short (6-10),ISWHITESPACE,"Inputs: c_1_SYMINT

(9)  --> Return Value: 1
(10)  --> Return Value: 1
(11)  --> Return Value: 1
(12)  --> Return Value: 1
(13)  --> Return Value: 1
(32)  --> Return Value: 1
(0)  --> Return Value: 0
",1.5740470886230469
759,"public class ISREADABLE {
/**
     * Returns true if ""arc"" identifies a readable scalar object.
     */
    public boolean isReadable(long arc) {

        switch((int)arc) {
            case 2:
                return true;
            default:
                break;
        }
        return false;
    }
}",2.0,1,9,6,623.0,Short (4-10),Short (6-10),Short (4-10) | Short (6-10),ISREADABLE,"Inputs: arc_1_SYMINT

(2l)  --> Return Value: 1
(0l)  --> Return Value: 0
",1.544848918914795
