Function,cyclomatic_complexity
"public class Round {

    public int round( int value ) {
		return ( value >> 7 ) << 7;
}",1
"public class Adjustposition {

    public int adjustposition( int destIndex, int count ) {
		if ( destIndex < 0 )
			destIndex = 0;
		if ( destIndex > count - 1 )
			destIndex = count - 1;
		return destIndex;
}",3
"public class Formrgb {

    public int formrgb( int r, int g, int b ) {
		// clip to 0 ~ 0xFF

		r = r > 0xFF ? 0xFF : r < 0 ? 0 : r;
		g = g > 0xFF ? 0xFF : g < 0 ? 0 : g;
		b = b > 0xFF ? 0xFF : b < 0 ? 0 : b;

		return ( r << 16 ) + ( g << 8 ) + b;
}",1
"public class Checkrowspan {

    public boolean checkrowspan( int rowCount, int rowPosn, int rowSpan ) {
		return ( rowCount - rowPosn - rowSpan ) >= 0;
}",1
"public class Getslotindex {

    public int getslotindex( int slotID ) {
		return slotID;
}",1
"public class Judgetype {

    public int judgetype( boolean type ) {
		if ( type )
			return 3;

		return 1;
}",2
"public class Comparestring {

    public boolean comparestring( int checktimes, int countstring ) {
		boolean same = true;
		StringBuffer errorText = new StringBuffer( );
		try
		{
			if ( checktimes == countstring )
				same = true;
			else
				same = false;
}",3
"public class Comparestring {

    public boolean comparestring( int checktimes, int countstring ) {
		boolean same = true;
		StringBuffer errorText = new StringBuffer( );
		try
		{
			if ( checktimes == countstring )
				same = true;
			else
				same = false;
}",3
"public class Hasslothandlerow {

    public boolean hasslothandlerow( int id ) {
		return false;
}",1
"public class Getbolderfontweight {

    public int getbolderfontweight( int curWeight ) {
		int weight = curWeight + 100;
		if ( weight > 900 )
		{
			weight = 900;
}",2
"public class Getlighterfontweight {

    public int getlighterfontweight( int curWeight ) {
		int weight = curWeight - 100;
		if ( weight < 100 )
		{
			weight = 100;
}",2
"public class Inchtopoint {

    public double inchtopoint( double inch ) {
		double pt = inch * 72;
		return pt;
}",1
"public class Pointtoinch {

    public double pointtoinch( double point ) {
		double inch = point / 72;
		return inch;
}",1
"public class Ismovevalid {

    public boolean ismovevalid( int zoomedPosition ) {
		return true;
}",1
"public class Getgap {

    public int getgap( int x, int y, int i ) {
		if ( x == 0 )
		{
			return 0;
}",4
"public class Includeeventtype {

    public boolean includeeventtype( int type ) {
		return true;
}",1
"public class Blend {

    public int blend( int v1, int v2, int ratio ) {
		int b = ( ratio * v1 + ( 100 - ratio ) * v2 ) / 100;
		return Math.min( 255, b );
}",1
"public class Ispopblock {

    public boolean ispopblock(int blockID) {
        return blockID == 6 || blockID == 26 || blockID == 27 || blockID == 28 || blockID == 37 || blockID == 38 || blockID == 39 ||
                blockID == 40 || blockID == 50 || blockID == 55 || blockID == 59 || blockID == 64 || blockID == 65 || blockID == 66 ||
                blockID == 69 || blockID == 71 || blockID == 75 || blockID == 76 || blockID == 77 || blockID == 81 || blockID == 83 ||
                blockID == 93 || blockID == 94 || blockID == 31 || blockID == 32 || blockID == 96 || blockID == 111 || blockID == 115;
}",28
"public class Placeitem {

    public int placeitem(int offset) {
        return offset + 32;
}",1
"public class Placeitem {

    public int placeitem(int offset) {
        return offset + 8;
}",1
"public class Placeitem {

    public int placeitem(int offset) {
        return offset + 8;
}",1
"public class Placeitem {

    public int placeitem(int offset) {
        return offset + 12;
}",1
"public class Placeitem {

    public int placeitem(int offset) {
        return offset + 4;
}",1
"public class Placeitem {

    public int placeitem(int offset) {
        return offset + 4;
}",1
"public class Placevalue {

    public int placevalue(int offset) {
        return offset + 1;
}",1
"public class Placevalue {

    public int placevalue(int offset) {
        return offset + 2;
}",1
"public class Placevalue {

    public int placevalue(int offset) {
        return offset + 1;
}",1
"public class Unsignedleb128size {

    public int unsignedleb128size(int value) {
        // TODO: This could be much cleverer.

        int remaining = value >>> 7;
        int count = 0;

        while (remaining != 0) {
            value = remaining;
            remaining >>>= 7;
            count++;
}",2
"public class Signedleb128size {

    public int signedleb128size(int value) {
        // TODO: This could be much cleverer.

        int remaining = value >> 7;
        int count = 0;
        boolean hasMore = true;
        int end = ((value & Integer.MIN_VALUE) == 0) ? 0 : -1;

        while (hasMore) {
            hasMore = (remaining != end)
                || ((remaining & 1) != ((value >> 6) & 1));

            value = remaining;
            remaining >>= 7;
            count++;
}",3
"public class Decodehighsignednibble {

    public byte decodehighsignednibble(byte b) {
        return (byte)(b >> 4);
}",1
"public class Decodelowsignednibble {

    public byte decodelowsignednibble(byte b) {
        return (byte)(((byte)(b << 4)) >> 4);
}",1
"public class Decodehighunsignednibble {

    public byte decodehighunsignednibble(byte b) {
        return (byte)((b & 0xFF) >>> 4);
}",1
"public class Decodelowunsignednibble {

    public byte decodelowunsignednibble(byte b) {
        return (byte)(b & 0x0F);
}",1
"public class Decodeunsignedbyte {

    public short decodeunsignedbyte(byte b) {
        return (short)(b & 0xFF);
}",1
"public class Decodeshort {

    public short decodeshort(byte lsb, byte msb) {
        return (short)
               (    (lsb & 0xFF) |
                    (msb << 8)
               );
}",1
"public class Decodeunsignedshort {

    public int decodeunsignedshort(byte lsb, byte msb) {
        return  (   (lsb & 0xFF) |
                    ((msb & 0xFF) << 8)
                );
}",1
"public class Decodeint {

    public int decodeint(byte lsb, byte mlsb, byte mmsb, byte msb) {
        return (lsb & 0xFF) |
               ((mlsb & 0xFF) << 8) |
               ((mmsb & 0xFF) << 16) |
               (msb << 24);
}",1
"public class Decodelong {

    public static long decodelong(byte llsb, byte lmlsb, byte lmmsb, byte lgsb, byte glsb, byte gmlsb, byte gmmsb,
                                  byte gmsb) {
        return  (llsb   & 0xFFL) |
                ((lmlsb & 0xFFL) << 8) |
                ((lmmsb & 0xFFL) << 16) |
                ((lgsb  & 0xFFL) << 24) |
                ((glsb  & 0xFFL) << 32) |
                ((gmlsb & 0xFFL) << 40) |
                ((gmmsb & 0xFFL) << 48) |
                (((long)gmsb) << 56);
}",1
"public class Getvaluetypescodebybitmask {

    public byte getvaluetypescodebybitmask(boolean hasCh1, boolean hasCh2, boolean hasCh3, boolean hasCh4) {
		byte code = 0;
		
		if (hasCh1)
			code |= 0x8;
		if (hasCh2)
			code |= 0x4;
		if (hasCh3)
			code |= 0x2;
		if (hasCh4)
			code |= 0x1;
		
		return code;
}",5
"public class Countchannelsinbitmask {

    public int countchannelsinbitmask(byte channelBitmask) {
		int temp = channelBitmask; 
		int result = 0; 
		while (temp > 0) { 
			result += temp & 0x01; 
			temp = temp >> 1;
}",2
"public class Readunsignedbyte {

    public int readUnsignedByte(byte b) {
		return (b & 0xff);
}",1
"public class Checksumpushbyte {

    public int checksumpushbyte(int currentChecksum, int newByte) {

		currentChecksum = (currentChecksum ^ newByte);

		for (int bit = 0; bit < 8; bit++) {

			if ((currentChecksum & 1) == 1)
				currentChecksum = ((currentChecksum >> 1) ^ 0x8C);

			else
				currentChecksum = (currentChecksum >> 1);
}",3
"public class Readunsignedbyte {

    public int readUnsignedByte(byte b) {
		return (b & 0xff);
}",1
"public class Getvaluetypescodebybitmask {

    public byte getvaluetypescodebybitmask(boolean hasCh1, boolean hasCh2, boolean hasCh3, boolean hasCh4) {
		byte code = 0;
		
		if (hasCh1)
			code |= 0x8;
		if (hasCh2)
			code |= 0x4;
		if (hasCh3)
			code |= 0x2;
		if (hasCh4)
			code |= 0x1;
		
		return code;
}",5
"public class Countchannelsinbitmask {

    public int countchannelsinbitmask(byte channelBitmask) {
		int temp = channelBitmask; 
		int result = 0; 
		while (temp > 0) { 
			result += temp & 0x01; 
			temp = temp >> 1;
}",2
"public class Converttempo {

    public double converttempo(double tempo) {
        if (tempo <= 0) {
            tempo = 1;
}",2
"public class Ticks2microsec {

    public long ticks2microsec(long tick, double tempoMPQ, int resolution) {
        return (long) (((double) tick) * tempoMPQ / resolution);
}",1
"public class Microsec2ticks {

    public long microsec2ticks(long us, double tempoMPQ, int resolution) {
        // do not round to nearest tick
        //return (long) Math.round((((double)us) * resolution) / tempoMPQ);
        return (long) ((((double)us) * resolution) / tempoMPQ);
}",1
"public class Isbetween {

    public boolean isbetween(double a, double b, double c) {
		return b > a ? c >= a && c <= b : c >= b && c <= a;
}",3
"public class Equals {

    public boolean equals(double a, double b, double limit) {
		return Math.abs (a - b) < limit;
}",1
"public class Min {

    public double min(double a, double b, double c, double d) {
		return Math.min (Math.min (a, b), Math.min (c, d));
}",1
"public class Max {

    public double max(double a, double b, double c, double d) {
		return Math.max (Math.max (a, b), Math.max (c, d));
}",1
"public class Ispointinsiderectangle {

    public static boolean ispointinsiderectangle (int x0, int y0, int x1, int y1,
			int x, int y)
	{
		return x >= x0 && x < x1 && y >= y0 && y < y1;
}",4
"public class Length {

    public double length(double x0, double y0, double x1, double y1) {
		double dx = x1 - x0;
		double dy = y1 - y0;

		return Math.sqrt (dx*dx + dy*dy);
}",1
"public class Computeangleoflinebetweentwopoints {

    public double computeangleoflinebetweentwopoints(double x0, double y0, double x1, double y1) {
        double xDiff = x1 - x0;
        double yDiff = y1 - y0;
        //return Math.toDegrees(Math.atan2(yDiff, xDiff));
        return Math.atan2(yDiff, xDiff);
}",1
"public class Readnthbyte {

    public byte readnthbyte(long l, int n) {
		return (byte) (0xFF & (l >> (n * Byte.SIZE)));
}",1
"public class Isrequest {

    public boolean isrequest(int code) {
		return (code >= 1) && (code <= 31);
}",2
"public class Isresponse {

    public boolean isresponse(int code) {

		return (code >= 64) && (code <= 191);
}",2
"public class Isvalid {

    public boolean isvalid(int code) {
		//return ((code >= 0) && (code <= 31)) || ((code >= 64) && (code <= 191));
		return (code >= 0) && (code <= 255); // allow unknown custom codes
}",2
"public class Responseclass {

    public int responseclass(int code) {
		return (code >> 5) & 0x7;
}",1
"public class Dehexchar {

    public int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
}",7
"public class Random {

    public int random(int network, int mask) {
    // the bits that get randomized are the inverse of the mask
    int rbits = ~mask;

    int random = network + (int)(rbits * Math.random()) + 1;

    return random;
}",1
"public class Test {

    public boolean test(float probability) {
    double r = Math.random();
    return r < probability;
}",1
"public class Nibbletodigit {

    public char nibbletodigit(byte x) {
    char c = (char)(x & 0xf); // mask low nibble
    return(c > 9 ? (char)(c - 10 + 'a') : (char)(c + '0')); // int to hex char
}",1
"public class Issupplemental {

    public boolean issupplemental(int c) {
        return (c >= 0x10000 && c <= 0x10FFFF);
}",2
"public class Supplemental {

    public int supplemental(char h, char l) {
        return (h - 0xD800) * 0x400 + (l - 0xDC00) + 0x10000;
}",1
"public class Highsurrogate {

    public char highsurrogate(int c) {
        return (char) (((c - 0x00010000) >> 10) + 0xD800);
}",1
"public class Lowsurrogate {

    public char lowsurrogate(int c) {
        return (char) (((c - 0x00010000) & 0x3FF) + 0xDC00);
}",1
"public class Ishighsurrogate {

    public boolean ishighsurrogate(int c) {
        return (0xD800 <= c && c <= 0xDBFF);
}",2
"public class Islowsurrogate {

    public boolean islowsurrogate(int c) {
        return (0xDC00 <= c && c <= 0xDFFF);
}",2
"public class Ismarkup {

    public boolean ismarkup(int c) {
        return c == '<' || c == '&' || c == '%';
}",3
"public class Utilization {

    public int utilization(long obsoleteSize, long totalSize) {
        if (totalSize != 0) {
            return (int) (((totalSize - obsoleteSize) * 100) / totalSize);
}",2
"public class Getlsnofin {

    public long getlsnofin(long lastReadLsn) {
        return lastReadLsn;
}",1
"public class Issoughtnode {

    public boolean issoughtnode(long nid, boolean updateGeneration) {
        return false;
}",1
"public class Canbeancestor {

    public boolean canbeancestor(boolean targetContainsDuplicates) {
        return false;
}",1
"public class Microstomillis {

    public long microstomillis(long micros) {
        return (micros + 999) / 1000;
}",1
"public class Keypressed {

    public boolean keypressed(int key) {
		return false;
}",1
"public class Integerpartlen {

    public int integerpartlen(double x) {
        return 1 + (int) Math.log10( Math.abs(x) );
}",1
"public class Dehexchar {

    public int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
}",7
"public class Getrandomnumber {

    public long getrandomnumber(int theLength) {
		return (long) (Math.random() * Math.pow(10, theLength));
}",1
"public class Comparebool {

    public int comparebool(boolean b1, boolean b2) {
		if (b1 == b2)
			return 0; // Both equal
		if (b1)
			return 1; // b1 = true, b2 = false
		return -1; // b1 = false, b2 = true;
}",3
"public class Isalphanumeric {

    public boolean isalphanumeric(char c) {
		return ((c >= 'a' && c <= 'z')
			|| (c >= 'A' && c <= 'Z')
			|| (c >= '0' && c <= '9'));
}",6
"public class Ispunctuation {

    public boolean ispunctuation(char c) {
		return (c == '.' || c == ',' || c == '!' || c == '?' || c == ':'
				|| c == ';' || c == '[' || c == ']' || c == '(' || c == ')'
				|| c == '{' || c == '
}",12
"public class Round {

    public double round(double x) {
    return Math.floor(x + 0.5d);
}",1
"public class Max {

    public int max(int a, int b, int c) {
    int ma;
    ma = a;
    if (b > ma) {
      ma = b;
}",3
"public class Lgamma {

    public double lgamma(double x) {
    double[] cof = {76.18009172947146, -86.50532032941677,
      24.01409824083091,-1.231739572450155,
      0.1208650973866179e-2,-0.5395239384953e-5
}",2
"public class Min {

    public int min(int a, int b, int c) {
    int mi;

    mi = a;
    if (b < mi) {
      mi = b;
}",3
"public class Max {

    public float max(float a, float b) {
    return (a >= b) ? a : b;
}",1
"public class Max {

    public double max(double a, double b) {
    return (a >= b) ? a : b;
}",1
"public class Min {

    public float min(float a, float b) {
    return (a <= b) ? a : b;
}",1
"public class Min {

    public double min(double a, double b) {
    return (a <= b) ? a : b;
}",1
"public class Isdangerous {

    public boolean isdangerous(double d) {
    return Double.isInfinite(d) || Double.isNaN(d) || d == 0.0;
}",3
"public class Isverydangerous {

    public boolean isverydangerous(double d) {
    return Double.isInfinite(d) || Double.isNaN(d);
}",2
"public class Log {

    public double log(double num, double base) {
    return Math.log(num)/Math.log(base);
}",1
"public class Nchoosek {

    public int nchoosek(int n, int k) {
    k = Math.min(k, n - k);
    if (k == 0) {
      return 1;
}",3
"public class Pow {

    public double pow(final double a, final double b) {
    final int x = (int) (Double.doubleToLongBits(a) >> 32);
    final int y = (int) (b * (x - 1072632447) + 1072632447);
    return Double.longBitsToDouble(((long) y) << 32);
}",1
"public class Intpow {

    public int intpow(int b, int e) {
    int result = 1;
    int currPow = b;
    while (e > 0) {
      if ((e & 1) != 0) { result *= currPow;
}",3
"public class Intpow {

    public float intpow(float b, int e) {
    float result = 1.0f;
    float currPow = b;
    while (e > 0) {
      if ((e & 1) != 0) { result *= currPow;
}",3
"public class Intpow {

    public double intpow(double b, int e) {
    double result = 1.0;
    double currPow = b;
     while (e > 0) {
      if ((e & 1) != 0) { result *= currPow;
}",3
"public class Hypergeometric {

    public double hypergeometric(int k, int n, int r, int m) {
    if (k < 0 || r > n || m > n || n <= 0 || m < 0 || r < 0) {
      throw new IllegalArgumentException(""Invalid hypergeometric"");
}",26
"public class Exactbinomial {

    public double exactbinomial(int k, int n, double p) {
    double total = 0.0;
    for (int m = k; m <= n; m++) {
      double nChooseM = 1.0;
      for (int r = 1; r <= m; r++) {
        nChooseM *= (n - r) + 1;
        nChooseM /= r;
}",3
"public class Chisquare2by2 {

    public double chisquare2by2(int k, int n, int r, int m) {
    int[][] cg = {{k, r - k
}",3
"public class Sigmoid {

    public double sigmoid(double x) {
    if (x<0) {
      double num = Math.exp(x);
      return num / (1.0 + num);
}",2
"public class Factorial {

    public double factorial(int x) {
    double result = 1.0;
    for (int i=x; i>1; i--) {
      result *= i;
}",2
"public class Beforesave {

    public boolean beforesave(boolean newRecord) {
		/*if (getAD_Org_ID() != 0)
			setAD_Org_ID(0);*/
		return true;
}",1
"public class Beforesave {

    public boolean beforesave(boolean newRecord) {
		return true;
}",1
"public class Floatalphatointalpha {

    public int floatalphatointalpha(float alpha) {
		if(alpha < 0f || alpha > 1f) {
			throw new IllegalArgumentException(""alpha must be between 0f and 1f. value: "" + alpha);
}",3
"public class Compile {

    public boolean compile(char c) {
        if ((c == '\b') || (c == '\f') | (c == '\t') || (c == '\n') || (c == '\r') || (c == '""') || (c == '\\') || (c == '/')
            || (c == ']') || // ] - to avoid conflicts in CDATA
            (c == '<') || // - escape HTML markup characters
            (c == '>') || // - HTML
            (c == '&') || // - HTML
            (c == '-') || // - HTML comments
            (c < 0x20) || // See <http://www.w3.org/TR/REC-xml#charsets>
            ((c > 0xd7ff) && (c < 0xe000)) || (c > 0xfffd) || (c > 0xff)) {
            return false;
}",18
"public class Getitemid {

    public long getitemid(int position) {
            return position;
}",1
"public class Shouldadjustaxis {

    public int shouldadjustaxis(long value) {
            // time axis never adjusts
            return 0;
}",1
"public class Roundfloor {

    public long roundfloor(long instant) {
        return Long.MIN_VALUE;
}",1
"public class Roundceiling {

    public long roundceiling(long instant) {
        return Long.MAX_VALUE;
}",1
"public class Roundhalffloor {

    public long roundhalffloor(long instant) {
        return Long.MIN_VALUE;
}",1
"public class Roundhalfceiling {

    public long roundhalfceiling(long instant) {
        return Long.MIN_VALUE;
}",1
"public class Roundhalfeven {

    public long roundhalfeven(long instant) {
        return Long.MIN_VALUE;
}",1
"public class Isleap {

    public boolean isleap(long instant) {
        return false;
}",1
"public class Getleapamount {

    public int getleapamount(long instant) {
        return 0;
}",1
"public class Safenegate {

    public int safenegate(int value) {
        if (value == Integer.MIN_VALUE) {
            throw new ArithmeticException(""Integer.MIN_VALUE cannot be negated"");
}",2
"public class Safeadd {

    public int safeadd(int val1, int val2) {
        int sum = val1 + val2;
        // If there is a sign change, but the two values have the same sign...
        if ((val1 ^ sum) < 0 && (val1 ^ val2) >= 0) {
            throw new ArithmeticException
                (""The calculation caused an overflow: "" + val1 + "" + "" + val2);
}",3
"public class Safeadd {

    public long safeadd(long val1, long val2) {
        long sum = val1 + val2;
        // If there is a sign change, but the two values have the same sign...
        if ((val1 ^ sum) < 0 && (val1 ^ val2) >= 0) {
            throw new ArithmeticException
                (""The calculation caused an overflow: "" + val1 + "" + "" + val2);
}",3
"public class Safesubtract {

    public long safesubtract(long val1, long val2) {
        long diff = val1 - val2;
        // If there is a sign change, but the two values have different signs...
        if ((val1 ^ diff) < 0 && (val1 ^ val2) < 0) {
            throw new ArithmeticException
                (""The calculation caused an overflow: "" + val1 + "" - "" + val2);
}",3
"public class Safemultiply {

    public int safemultiply(int val1, int val2) {
        long total = (long) val1 * (long) val2;
        if (total < Integer.MIN_VALUE || total > Integer.MAX_VALUE) {
            throw new ArithmeticException
                (""The calculation caused an overflow: "" + val1 + "" * "" + val2);
}",3
"public class Safemultiply {

    public long safemultiply(long val1, int scalar) {
        switch (scalar) {
        case -1:
            return -val1;
        case 0:
            return 0L;
        case 1:
            return val1;
}",3
"public class Safemultiply {

    public long safemultiply(long val1, long val2) {
        if (val2 == 1) {
            return val1;
}",4
"public class Safetoint {

    public int safetoint(long value) {
        if (Integer.MIN_VALUE <= value && value <= Integer.MAX_VALUE) {
            return (int) value;
}",3
"public class Getwrappedvalue {

    public int getwrappedvalue(int value, int minValue, int maxValue) {
        if (minValue >= maxValue) {
            throw new IllegalArgumentException(""MIN > MAX"");
}",4
"public class Getminimumvalue {

    public int getminimumvalue(long instant) {
        return 1;
}",1
"public class Div {

    public long div(long dividend, long divisor) {
        if (divisor < 0) {
            throw new IllegalArgumentException(""divisor must be positive: "" + divisor);
}",3
"public class Mod {

    public long mod(long dividend, long divisor) {
        if (divisor < 0) {
            throw new IllegalArgumentException(""divisor must be positive: "" + divisor);
}",3
"public class Constrain {

    public int constrain(int amount, int low, int high) {
        return amount < low ? low : (amount > high ? high : amount);
}",1
"public class Constrain {

    public float constrain(float amount, float low, float high) {
        return amount < low ? low : (amount > high ? high : amount);
}",1
"public class Bytetolong {

    public long bytetolong(byte b) {
            long val = b & 0x7F;
            if ((b & 0x80) != 0) {
                val += 128;
}",2
"public class Issupplemental {

    public boolean issupplemental(int c) {
         return (c >= 0x10000 && c <= 0x10FFFF);
}",2
"public class Supplemental {

    public int supplemental(char h, char l) {
         return (h - 0xD800) * 0x400 + (l - 0xDC00) + 0x10000;
}",1
"public class Highsurrogate {

    public char highsurrogate(int c) {
         return (char) (((c - 0x00010000) >> 10) + 0xD800);
}",1
"public class Lowsurrogate {

    public char lowsurrogate(int c) {
         return (char) (((c - 0x00010000) & 0x3FF) + 0xDC00);
}",1
"public class Ishighsurrogate {

    public boolean ishighsurrogate(int c) {
         return (0xD800 <= c && c <= 0xDBFF);
}",2
"public class Islowsurrogate {

    public boolean islowsurrogate(int c) {
         return (0xDC00 <= c && c <= 0xDFFF);
}",2
"public class Ismarkup {

    public boolean ismarkup(int c) {
         return c == '<' || c == '&' || c == '%';
}",3
"public class Canbannerdisplay {

    public boolean canbannerdisplay(int bannerId) {
    	return true;
}",1
"public class Candelete {

    public boolean candelete(int categoryId) {
		return false;
}",1
"public class Getlastrowidx {

    public int getlastrowidx(int startIdx, int length) {
		return startIdx + length;
}",1
"public class Getlastrowidx {

    public int getlastrowidx(int startIdx, int length) {
		return length;
}",1
"public class Getlastrowidx {

    public int getlastrowidx(int startIdx, int length) {
		return length;
}",1
"public class Ismin {

    public int ismin(int last_index, int x) {
    if (x == -1)
      return last_index;
    if (last_index <= x)
      return last_index;
    else
      return x;
}",3
"public class Zetastatic {

    public double zetastatic(long st, long n, double theta, double initialsum) {
		double sum = initialsum;
		for (long i = st; i < n; i++) {

			sum += 1 / (Math.pow(i + 1, theta));
}",2
"public class Rehash {

    public int rehash(int h) {
        // Spread bits to regularize both segment and index locations,
        // using variant of single-word Wang/Jenkins hash.
        h += (h << 15) ^ 0xffffcd7d;
        h ^= (h >>> 10);
        h += (h << 3);
        h ^= (h >>> 6);
        h += (h << 2) + (h << 14);
        return h ^ (h >>> 16);
}",1
"public class Getitemid {

    public long getitemid(int pos) {
        return pos;
}",1
"public class Sprawdz {

    public static boolean sprawdz(double v0, double h0, double kat, double waga, 
                double opor, double krok, int ileKrokow)
        {
            if (waga <= 0) return false;
            if (krok <= Math.pow(10, -8) && ileKrokow <= 0) return false;
            if (opor < 0) return false;
            if (v0 < 0) return false;
            if (h0 < 0) return false;
            if (kat < 0 || kat > 90) return false;
                return true;
}",9
"public class Char {

    public char char(int i) {
        return Character.forDigit(i, 10);
}",1
"public class Fix {

    public long fix(double d) {
        return Math.round(d);
}",1
"public class Abs {

    public double abs(double a) {
        return Math.abs(a);
}",1
"public class Acos {

    public double acos(double a) {
        return Math.acos(a);
}",1
"public class Asin {

    public double asin(double a) {
        return Math.asin(a);
}",1
"public class Atan {

    public double atan(double a) {
        return Math.atan(a);
}",1
"public class Bitand {

    public int bitand(int a, int b) {
        return a & b;
}",1
"public class Bitnot {

    public int bitnot(int a) {
        return ~a;
}",1
"public class Bitor {

    public int bitor(int a, int b) {
        return a | b;
}",1
"public class Bitxor {

    public int bitxor(int a, int b) {
        return a ^ b;
}",1
"public class Cos {

    public double cos(double a) {
        return Math.cos(a);
}",1
"public class Cosh {

    public double cosh(double a) {
        return Math.cosh(a);
}",1
"public class Div {

    public int div(double a, double b) {
        return (int) (a / b);
}",1
"public class Exp {

    public double exp(double a) {
        return Math.exp(a);
}",1
"public class Ln {

    public double ln(double a) {
        return Math.log(a) / Math.E;
}",1
"public class Mod {

    public double mod(double a, double b) {
        return a % b;
}",1
"public class Neg {

    public double neg(double a) {
        return -1 * a;
}",1
"public class Rnd {

    public double rnd(double a) {
        return Math.random() * a;
}",1
"public class Sdiv {

    public int sdiv(int a, int b) {
        return (int) (a / b);
}",1
"public class Sin {

    public double sin(double a) {
        return Math.sin(a);
}",1
"public class Sinh {

    public double sinh(double a) {
        return Math.sinh(a);
}",1
"public class Sqrt {

    public double sqrt(double a) {
        return Math.sqrt(a);
}",1
"public class Tan {

    public double tan(double a) {
        return Math.tan(a);
}",1
"public class Tanh {

    public double tanh(double a) {
        return Math.tanh(a);
}",1
"public class Not {

    public boolean not(boolean expression) {
        return !expression;
}",1
"public class Min {

    public int min(int a, int b) {
        if (a < b)
            return a;
        return b;
}",2
"public class Dehexchar {

    public int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
}",7
"public class Boolean2boolean {

    public boolean boolean2boolean(boolean o) {
        return o;
}",1
"public class Byte2byte {

    public byte byte2byte(byte o) {
        return o;
}",1
"public class Byte2char {

    public char byte2char(byte o) {
        return (char) o;
}",1
"public class Byte2double {

    public double byte2double(byte o) {
        return (double) o;
}",1
"public class Byte2float {

    public float byte2float(byte o) {
        return (float) o;
}",1
"public class Byte2int {

    public int byte2int(byte o) {
        return (int) o;
}",1
"public class Byte2long {

    public long byte2long(byte o) {
        return (long) o;
}",1
"public class Byte2short {

    public short byte2short(byte o) {
        return (short) o;
}",1
"public class Char2byte {

    public byte char2byte(char o) {
        return (byte) o;
}",1
"public class Char2char {

    public char char2char(char o) {
        return o;
}",1
"public class Char2double {

    public double char2double(char o) {
        return (double) o;
}",1
"public class Char2float {

    public float char2float(char o) {
        return (float) o;
}",1
"public class Char2int {

    public int char2int(char o) {
        return (int) o;
}",1
"public class Char2long {

    public long char2long(char o) {
        return (long) o;
}",1
"public class Char2short {

    public short char2short(char o) {
        return (short) o;
}",1
"public class Double2byte {

    public byte double2byte(double o) {
        return (byte) o;
}",1
"public class Double2char {

    public char double2char(double o) {
        return (char) o;
}",1
"public class Double2double {

    public double double2double(double o) {
        return o;
}",1
"public class Double2float {

    public float double2float(double o) {
        return (float) o;
}",1
"public class Double2int {

    public int double2int(double o) {
        return (int) o;
}",1
"public class Double2long {

    public long double2long(double o) {
        return (long) o;
}",1
"public class Double2short {

    public short double2short(double o) {
        return (short) o;
}",1
"public class Float2byte {

    public byte float2byte(float o) {
        return (byte) o;
}",1
"public class Float2char {

    public char float2char(float o) {
        return (char) o;
}",1
"public class Float2double {

    public double float2double(float o) {
        return (double) o;
}",1
"public class Float2float {

    public float float2float(float o) {
        return o;
}",1
"public class Float2int {

    public int float2int(float o) {
        return (int) o;
}",1
"public class Float2long {

    public long float2long(float o) {
        return (long) o;
}",1
"public class Float2short {

    public short float2short(float o) {
        return (short) o;
}",1
"public class Int2byte {

    public byte int2byte(int o) {
        return (byte) o;
}",1
"public class Int2char {

    public char int2char(int o) {
        return (char) o;
}",1
"public class Int2double {

    public double int2double(int o) {
        return (double) o;
}",1
"public class Int2float {

    public float int2float(int o) {
        return (float) o;
}",1
"public class Int2int {

    public int int2int(int o) {
        return o;
}",1
"public class Int2long {

    public long int2long(int o) {
        return (long) o;
}",1
"public class Int2short {

    public short int2short(int o) {
        return (short) o;
}",1
"public class Long2byte {

    public byte long2byte(long o) {
        return (byte) o;
}",1
"public class Long2char {

    public char long2char(long o) {
        return (char) o;
}",1
"public class Long2double {

    public double long2double(long o) {
        return (double) o;
}",1
"public class Long2float {

    public float long2float(long o) {
        return (float) o;
}",1
"public class Long2int {

    public int long2int(long o) {
        return (int) o;
}",1
"public class Long2long {

    public long long2long(long o) {
        return o;
}",1
"public class Long2short {

    public short long2short(long o) {
        return (short) o;
}",1
"public class Short2byte {

    public byte short2byte(short o) {
        return (byte) o;
}",1
"public class Short2char {

    public char short2char(short o) {
        return (char) o;
}",1
"public class Short2double {

    public double short2double(short o) {
        return (double) o;
}",1
"public class Short2float {

    public float short2float(short o) {
        return (float) o;
}",1
"public class Short2int {

    public int short2int(short o) {
        return (int) o;
}",1
"public class Short2long {

    public long short2long(short o) {
        return (long) o;
}",1
"public class Short2short {

    public short short2short(short o) {
        return o;
}",1
"public class Hash {

    public int hash( int aSeed , float aFloat ) {
		return hash( aSeed, Float.floatToIntBits(aFloat) );
}",1
"public class Hash {

    public int hash( int aSeed , double aDouble ) {
		return hash( aSeed, Double.doubleToLongBits(aDouble) );
}",1
"public class Isvalidbyte {

    public boolean isvalidbyte(long num) {
		if (num>255||num<-127)
			return false;

		return true;
}",3
"public class Hasexpiredmillis {

    public boolean hasexpiredmillis(long now, long eventTime, long timeBuffer) {
        return (eventTime + timeBuffer) < now;
}",1
