Unnamed: 0.1,Function,cyclomatic_complexity,javadoc_length,tokens,LOC,Unnamed: 0,doc_bin,loc_bin,group,class_name,valid_jqf,failure_jqf,JQF_Time_valid,JQF_Time_failure
560,"public class CALCULATEDOWNTICKMULTIPLE {
/**
     * Want to drop rate faster then increase.
     * @param c -
     * @return -
     */
    public float calculateDownTickMultiple(int c) {

        float multiple=0.0f;
        if(c<0){
            return multiple;
        }

        switch(c){
            case 0:
            case 1:
                multiple=0.25f;
                break;
            case 2:
                multiple=0.5f;
                break;
            case 3:
                multiple=1.0f;
                break;
            case 4:
                multiple=2.0f;
                break;
            case 5:
                multiple=3.0f;
                break;
            case 6:
                multiple=4.0f;
                break;
            case 7:
                multiple=6.0f;
                break;
            case 8:
                multiple=9.0f;
                break;
            case 9:
                multiple=15.0f;
                break;
            default:
                multiple=20.0f;
        }//switch
        return multiple;
    }
}",3.0,1,7,36,424.0,Short (4-10),Long (21+),Short (4-10) | Long (21+),CALCULATEDOWNTICKMULTIPLE,"['[-2089553464]', '[675136712]', '[0]', '[6]', '[5]', '[3]', '[1]', '[8]', '[9]']",[],"[0.687999963760376, 0.7300000190734863, 0.8199999332427979, 8.200000047683716, 26.594000101089478, 30.119999885559082, 31.536999940872192, 44.4760000705719, 58.64100003242493]",[]
762,"public class ISTABLE {
/**
     * Returns true if ""arc"" identifies a table object.
     */
    public boolean isTable(long arc) {

        switch((int)arc) {
            case 23:
                return true;
            case 22:
                return true;
            case 21:
                return true;
            case 20:
                return true;
            default:
                break;
        }
        return false;
    }
}",2.0,1,8,12,626.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),ISTABLE,['[4956347546213152152]'],[],[0.4119999408721924],[]
766,"public class ISVARIABLE {
/**
     * Returns true if ""arc"" identifies a scalar object.
     */
    public boolean isVariable(long arc) {

        switch((int)arc) {
            case 9:
            case 8:
            case 7:
            case 6:
            case 5:
            case 4:
            case 3:
            case 11:
            case 2:
            case 10:
            case 1:
                return true;
            default:
                break;
        }
        return false;
    }
}",2.0,1,8,16,630.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),ISVARIABLE,['[-263059119379658115]'],[],[0.806999921798706],[]
161,"public class SATURATION {
/**
     * Returns the saturation component of a color int.
     * 
     * @return A value between 0.0f and 1.0f
     * 
     * @hide Pending API council
     */
    public static float saturation(int color) {
        int r = (color >> 16) & 0xFF;
        int g = (color >> 8) & 0xFF;
        int b = color & 0xFF;


        int V = Math.max(b, Math.max(r, g));
        int temp = Math.min(b, Math.min(r, g));

        float S;

        if (V == temp) {
            S = 0;
        } else {
            S = (V - temp) / (float) V;
        }

        return S;
    }
}",2.0,1,8,11,25.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),SATURATION,"['[84605651]', '[0]']",[],"[0.4240000247955322, 0.4960000514984131]",[]
356,"public class VOCALTRACTCOMPENSATION {
/**
     * Compensation of the vocal tract influence
     * @param freq
     * @param formant
     * @param bandWidth
     * @return
     */   
    public double vocalTractCompensation(double freq, double formant, double bandWidth){
      double num, denom, aux, val;     
      aux = Math.pow((bandWidth/2), 2.0);
      num = Math.pow(formant, 2.0) + aux;
      denom = Math.sqrt( ( Math.pow((freq-formant), 2.0) + aux )*( Math.pow((freq+formant), 2.0) + aux) );
      val = (num/denom);
      if(val > 0.0)
        return (20 * Math.log10(val));
      else{
        System.out.println(""vocalTractCompensation: warning value < 0.0"");
        return 0.0;
      }      
    }
}",2.0,1,6,11,220.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),VOCALTRACTCOMPENSATION,"['[0.47081450713718787, 0.3421932251787938, 0.3182486458382787]', '[0.0, 0.0, 0.0]']",[],"[0.22900009155273438, 0.29200005531311035]",[]
720,"public class BINARYGCD {
/**
     * Calculate GCD of a and b interpreted as unsigned integers.
     */
    static int binaryGcd(int a, int b) {
        if (b == 0)
            return a;
        if (a == 0)
            return b;

        // Right shift a & b till their last bits equal to 1.
        int aZeros = Integer.numberOfTrailingZeros(a);
        int bZeros = Integer.numberOfTrailingZeros(b);
        a >>>= aZeros;
        b >>>= bZeros;

        int t = (aZeros < bZeros ? aZeros : bZeros);

        while (a != b) {
            if ((a+0x80000000) > (b+0x80000000)) {  // a > b as unsigned
                a -= b;
                a >>>= Integer.numberOfTrailingZeros(a);
            } else {
                b -= a;
                b >>>= Integer.numberOfTrailingZeros(b);
            }
        }
        return a<<t;
    }
}",5.0,1,10,15,584.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),BINARYGCD,"['[-1567083594, 811612017]', '[-1863784069, -1581884722]', '[-988154721, -2142653051]', '[-1560857674, 806434687]', '[182, 0]', '[-1567083594, -1254934671]', '[-600027466, -424874527]', '[-1577058122, 805306368]', '[-1567083594, 113]', '[-1567096832, 6305536]', '[-1567096832, 811597824]', '[0, 805306368]', '[10, 1321658624]', '[182, -67108864]', '[1769472, 805306368]']",[],"[0.559999942779541, 0.6189999580383301, 0.6440000534057617, 0.6610000133514404, 0.6909999847412109, 0.7219998836517334, 0.7829999923706055, 1.1080000400543213, 1.128000020980835, 1.3220000267028809, 1.5139999389648438, 1.75, 3.2730000019073486, 3.3489999771118164, 7.3450000286102295]",[]
253,"public class SAFEMULTIPLY {
/**
     * Multiply two values throwing an exception if overflow occurs.
     * 
     * @param val1  the first value
     * @param scalar  the second value
     * @return the new total
     * @throws ArithmeticException if the value is too big or too small
     * @since 1.2
     */
    public static long safeMultiply(long val1, int scalar) {
        switch (scalar) {
        case -1:
            return -val1;
        case 0:
            return 0L;
        case 1:
            return val1;
        }
        long total = val1 * scalar;
        if (total / scalar != val1) {
            throw new ArithmeticException
                (""The calculation caused an overflow: "" + val1 + "" * "" + scalar);
        }
        return total;
    }
}",3.0,1,9,11,117.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),SAFEMULTIPLY,[],"['[1486229019535705320, 8239582273167113390]']",[],[0.3900001049041748]
736,"public class GETHUE {
/**
     * Calculates the hue component for HSL and HSV color spaces.
     *
     * @param red    the red component of the color
     * @param green  the green component of the color
     * @param blue   the blue component of the color
     * @param max    the larger of {@code red}, {@code green} and {@code blue}
     * @param min    the smaller of {@code red}, {@code green} and {@code blue}
     * @return the hue component
     */
    static float getHue(float red, float green, float blue, float max, float min) {
        float hue = max - min;
        if (hue > 0.0f) {
            if (max == red) {
                hue = (green - blue) / hue;
                if (hue < 0.0f) {
                    hue += 6.0f;
                }
            }
            else if (max == green) {
                hue = 2.0f + (blue - red) / hue;
            }
            else /*max == blue*/ {
                hue = 4.0f + (red - green) / hue;
            }
            hue /= 6.0f;
        }
        return hue;
    }
}",5.0,1,10,12,600.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),GETHUE,"['[0.32866877, 0.06723094, 0.0027227402, 0.52323836, 0.10294849]', '[0.10646951, 0.6414224, 0.94107455, 0.13458174, 0.84507275]']",[],"[0.23000001907348633, 0.2690000534057617]",[]
393,"public class ISPOINTONLINE {
/**
	 * Checks if a point is on a line.
	 * 
	 * @param x0 x value of first point in line
	 * @param y0 y value of first point in line
	 * @param x1 x value of second point in line
	 * @param y1 y value of second point in line
	 * @param xt x value of target point
	 * @param yt y value of target point
	 * @return return true if point is on the line, false if the point isn't on the line
	 */
	public static boolean isPointOnLine(int x0, int y0, int x1, int y1, int xt, int yt) {
		// this implementation avoids using doubles
		// apply transformation points to change target point to (0,0)
		x0 -= xt;
		y0 -= yt;
		x1 -= xt;
		y1 -= yt;

		// ensure that x0 is smaller than x1 so that we can just check to see if the line intersects the y axis easily
		if (x0 > x1) {
			int xtemp = x0;
			int ytemp = y0;
			x0 = x1;
			y0 = y1;
			x1 = xtemp;
			y1 = ytemp;
		}

		// if a point is on the edge of shape (on a line), it's considered outside the shape
		// special case if line is on y-axis
		if (x0 == 0 && x1 == 0) {
			// ensure that y0 is smaller than y1 so that we can just check if the line intersects the x axis
			if (y0 > y1) {
				int ytemp = y0;
				y0 = y1;
				y1 = ytemp;
			}
			// test to see if we have a vertical line touches x-axis
			if (y0 <= 0 && y1 >= 0)
				return true;
			// checks if point is on the line, see comments in contain() for derivation of similar 
			// formula - left as an exercise to the reader ;)
		} else if ((x0 <= 0 && x1 >= 0) && (y0 * (x1 - x0)) == ((y1 - y0) * x0)) {
			return true;
		}
		return false;
	}
}",10.0,1,8,20,257.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),ISPOINTONLINE,"['[51772929, -235550171, 290895948, 689531913, -1218493127, 1232648522]', '[51772929, -235579648, 290895948, 689518768, -2090908359, 1232648525]', '[51772929, -235550171, 290895948, 1262971913, 1281312163, 1197084066]', '[0, 0, 0, 0, 0, 0]', '[51772929, 37, 0, 0, 0, 0]', '[0, 16056320, 0, 0, 0, 0]', '[0, 0, 0, 0, 0, 7864320]', '[0, 0, 0, 0, 0, -1210191616]']",[],"[0.9119999408721924, 0.9449999332427979, 0.9749999046325684, 1.2899999618530273, 1.3410000801086426, 1.6050000190734863, 2.2049999237060547, 2.934999942779541]",[]
467,"public class IMAGEFONTHEIGHT {
/**
    * Get font height.
    *
    * @param font a font previously loaded with {@link #imageloadfont},
    *             or 1 -5 for built-in fonts
    */
   public static int imagefontheight(int font) {
      if (font < 1) {
         return 8;
      } else if (font == 1) {
         return 8;
      } else if (font == 2) {
         return 13;
      } else if (font == 3) {
         return 13;
      } else if (font == 4) {
         return 16;
      } else if (font == 5) {
         return 15;
      } else {
         return 15;
      }
   }
}",7.0,2,9,14,331.0,Short (4-10),Medium (11-20),Short (4-10) | Medium (11-20),IMAGEFONTHEIGHT,"['[-1055034092]', '[1712458821]']",[],"[0.5, 0.5499999523162842]",[]
758,"public class ISVARIABLE {
/**
     * Returns true if ""arc"" identifies a scalar object.
     */
    public boolean isVariable(long arc) {

        switch((int)arc) {
            case 2:
            case 1:
                return true;
            default:
                break;
        }
        return false;
    }
}",2.0,1,8,7,622.0,Short (4-10),Short (6-10),Short (4-10) | Short (6-10),ISVARIABLE,['[629139594794566479]'],[],[0.5199999809265137],[]
65,"public class MED3 {
/**
     * Find the median index of 3 values.
     *
     * @param a Value.
     * @param b Value.
     * @param c Value.
     * @param ia Index of a.
     * @param ib Index of b.
     * @param ic Index of c.
     * @return the median index
     */
    public static int med3(double a, double b, double c, int ia, int ib, int ic) {
        if (a < b) {
            if (b < c) {
                return ib;
            }
            return a < c ? ic : ia;
        }
        if (b > c) {
            return ib;
        }
        return a > c ? ic : ia;
    }
}",4.0,1,7,7,,Short (4-10),Short (6-10),Short (4-10) | Short (6-10),MED3,"['[0.8025353756074061, 0.4058700925280241, 0.6270358746225495, -945343582, 1798569796, -1887180990]', '[0.8025353710744765, 0.147672356002704, 0.03096941447442869, -809749598, -285291771, 855112637]', '[0.8025353756074054, 0.40587009368490135, 0.957668425889807, -945343582, 1143151940, -1887233892]', '[0.4899552013836813, 0.7839310222024201, 0.2724070031989102, 1521364312, 1798569791, 1421854321]', '[0.09340222915765695, 0.4058721786905912, 0.6270358743173003, -945343582, 1798569796, -572356286]', '[0.2467343877031004, 0.4229172350440119, 0.3636555295796574, 1945150725, 2065413879, -465470736]']",[],"[0.5209999084472656, 0.5520000457763672, 0.568000078201294, 0.5880000591278076, 0.6289999485015869, 0.6830000877380371]",[]
575,"public class HYPOT {
/**
 * Returns sqrt(a^2 + b^2) without under/overflow.
 */
public static double hypot(double a, double b) {
	double r;
	if (Math.abs(a) > Math.abs(b)) {
		r = b/a;
		r = Math.abs(a)*Math.sqrt(1+r*r);
	} else if (b != 0) {
		r = a/b;
		r = Math.abs(b)*Math.sqrt(1+r*r);
	} else {
		r = 0.0;
	}
	return r;
}
}",3.0,1,6,10,439.0,Short (4-10),Short (6-10),Short (4-10) | Short (6-10),HYPOT,"['[0.23525567632360167, 0.8046463915711943]', '[0.23525567632359978, 0.033162019786260544]', '[0.0, 0.0]']",[],"[0.559999942779541, 0.6080000400543213, 0.8329999446868896]",[]
759,"public class ISREADABLE {
/**
     * Returns true if ""arc"" identifies a readable scalar object.
     */
    public boolean isReadable(long arc) {

        switch((int)arc) {
            case 2:
                return true;
            default:
                break;
        }
        return false;
    }
}",2.0,1,9,6,623.0,Short (4-10),Short (6-10),Short (4-10) | Short (6-10),ISREADABLE,['[-8637352037196082393]'],[],[0.500999927520752],[]
270,"public class SUITABLEPOWER2 {
/**
	 * Round to best 2^
	 */
	public static int suitablePower2(int s)
		{
//		return 128;
		if(s>380) return 512;
		else if(s>192) return 256;
		else if(s>96) return 128;
		else if(s>48) return 64;
		else if(s>24) return 32;
		else if(s>12) return 16;
		else if(s>6) return 8;
		else return 4;
		}
}",8.0,1,4,8,134.0,Short (4-10),Short (6-10),Short (4-10) | Short (6-10),SUITABLEPOWER2,"['[1222730708]', '[-1781057896]', '[212]', '[152]', '[33]', '[11]', '[71]', '[19]']",[],"[0.30500006675720215, 0.3410000801086426, 0.6050000190734863, 0.9830000400543213, 2.5480000972747803, 2.815000057220459, 4.450000047683716, 24.378999948501587]",[]
254,"public class SAFEMULTIPLY {
/**
     * Multiply two values throwing an exception if overflow occurs.
     * 
     * @param val1  the first value
     * @param val2  the second value
     * @return the new total
     * @throws ArithmeticException if the value is too big or too small
     */
    public static long safeMultiply(long val1, long val2) {
        if (val2 == 1) {
            return val1;
        }
        if (val2 == 0) {
            return 0;
        }
        long total = val1 * val2;
        if (total / val2 != val1) {
            throw new ArithmeticException
                (""The calculation caused an overflow: "" + val1 + "" * "" + val2);
        }
        return total;
    }
}",4.0,1,9,8,118.0,Short (4-10),Short (6-10),Short (4-10) | Short (6-10),SAFEMULTIPLY,[],"['[-5505097334906938362, 2538871595474769407]']",[],[0.7400000095367432]
420,"public class COUNTDY {
/**
	 * Counts delta y distance (height) between previous and next rings
	 * @param val
	 * @return
	 */

	public static int countDY (int val) {
		int dY = 0;
		if (Math.abs(val) != 4) {
			if (val > 0) {
				dY = 1;
			}
			if (val < 0) {
				dY = -1;
			}
		}
		return dY;
	}
}",4.0,1,10,7,284.0,Short (4-10),Short (6-10),Short (4-10) | Short (6-10),COUNTDY,"['[30157223]', '[-147987163]']",[],"[0.39299988746643066, 0.4159998893737793]",[]
400,"public class ADDEDGE {
/**
     * Unsupported operation. Spanning trees should not be edited.
     * @see prefuse.data.Graph#addEdge(int, int)
     */
    public int addEdge(int s, int t) {
        throw new UnsupportedOperationException(
            ""Changes to graph structure not allowed for spanning trees."");
    }
}",1.0,1,8,2,264.0,Short (4-10),Very Short (2-5),Short (4-10) | Very Short (2-5),ADDEDGE,[],"['[-270013806, -2045156691]']",[],[0.6789999008178711]
684,"public class DISTANCE {
/**
     * Returns the distance between two points.
     *
     * @param x1 the X coordinate of the first specified point
     * @param y1 the Y coordinate of the first specified point
     * @param x2 the X coordinate of the second specified point
     * @param y2 the Y coordinate of the second specified point
     * @return the distance between the two sets of specified
     * coordinates.
     * @since 1.2
     */
    public static double distance(double x1, double y1,
                                  double x2, double y2)
    {
        x1 -= x2;
        y1 -= y2;
        return Math.sqrt(x1 * x1 + y1 * y1);
    }
}",1.0,2,7,3,548.0,Short (4-10),Very Short (2-5),Short (4-10) | Very Short (2-5),DISTANCE,"['[0.6821343127345953, 0.41206440673628875, 0.16303623213681995, 0.9520796453854748]']",[],[0.7379999160766602],[]
162,"public class BRIGHTNESS {
/**
     * Returns the brightness component of a color int.
     * 
     * @return A value between 0.0f and 1.0f
     * 
     * @hide Pending API council
     */
    public static float brightness(int color) {
        int r = (color >> 16) & 0xFF;
        int g = (color >> 8) & 0xFF;
        int b = color & 0xFF;

        int V = Math.max(b, Math.max(r, g));

        return (V / 255.f);
    }
}",1.0,1,8,5,26.0,Short (4-10),Very Short (2-5),Short (4-10) | Very Short (2-5),BRIGHTNESS,['[1688302547]'],[],[0.749000072479248],[]
152,"public class GETTOPSELECTIONPIXEL {
/**
     * Calculate the top-most pixel we can draw the selection into
     *
     * @param childrenTop Top pixel were children can be drawn
     * @param fadingEdgeLength Length of the fading edge in pixels, if present
     * @param rowStart The start of the row that will contain the selection
     * @return The top-most pixel we can draw the selection into
     */
    public int getTopSelectionPixel(int childrenTop, int fadingEdgeLength, int rowStart) {
        // first pixel we can draw the selection into
        int topSelectionPixel = childrenTop;
        if (rowStart > 0) {
            topSelectionPixel += fadingEdgeLength;
        }
        return topSelectionPixel;
    }
}",2.0,1,10,4,16.0,Short (4-10),Very Short (2-5),Short (4-10) | Very Short (2-5),GETTOPSELECTIONPIXEL,"['[-1659731287, -2098902070, 2043965448]', '[-1659725655, -2098902070, -1662750712]']",[],"[0.8629999160766602, 0.9059998989105225]",[]
542,"public class UNRANDOMIZE255STATE {
/**
   * See ISO 16022:2006, Annex B, B.2
   */
  public static int unrandomize255State(int randomizedBase256Codeword,
                                          int base256CodewordPosition) {
    int pseudoRandomNumber = ((149 * base256CodewordPosition) % 255) + 1;
    int tempVariable = randomizedBase256Codeword - pseudoRandomNumber;
    return tempVariable >= 0 ? tempVariable : tempVariable + 256;
  }
}",1.0,1,6,4,406.0,Short (4-10),Very Short (2-5),Short (4-10) | Very Short (2-5),UNRANDOMIZE255STATE,"['[-756930801, 1572497506]', '[9999, 0]']",[],"[0.8859999179840088, 0.9279999732971191]",[]
297,"public class NEXTRAND {
/** Marsaglia, 2003. */
  long nextRand(long x) {
    x ^= (x << 13);
    x ^= (x >>> 7);
    return (x ^= (x << 17));
  }
}",1.0,1,4,4,161.0,Short (4-10),Very Short (2-5),Short (4-10) | Very Short (2-5),NEXTRAND,['[5009478555031056526]'],[],[0.8289999961853027],[]
464,"public class COMPARENUMBERS {
/**
   * Compare two numbers for equality.
   *
   *
   * @param n1 First number to compare
   * @param n2 Second number to compare
   *
   * @return true if n1 is equal to n2
   */
  boolean compareNumbers(double n1, double n2)
  {
    return n1 == n2;
  }
}",1.0,1,5,2,328.0,Short (4-10),Very Short (2-5),Short (4-10) | Very Short (2-5),COMPARENUMBERS,"['[0.8604950504541277, 0.8344239196566035]', '[0.0, 0.0]']",[],"[0.7290000915527344, 0.9509999752044678]",[]
748,"public class ISTABLE {
/**
     * Returns true if ""arc"" identifies a table object.
     */
    public boolean isTable(long arc) {

        switch((int)arc) {
            default:
                break;
        }
        return false;
    }
}",2.0,1,8,4,612.0,Short (4-10),Very Short (2-5),Short (4-10) | Very Short (2-5),ISTABLE,['[-4226234005700018761]'],[],[0.48799991607666016],[]
788,"public class TOINT64 {
/**
     * JavaScript compliant number to int64 conversion
     *
     * @param num a number
     * @return an int64
     */
    public static long toInt64(final double num) {
        if (Double.isInfinite(num)) {
            return 0L;
        }
        return (long)num;
    }
}",2.0,1,6,3,652.0,Short (4-10),Very Short (2-5),Short (4-10) | Very Short (2-5),TOINT64,['[0.5195063047247052]'],[],[0.7939999103546143],[]
347,"public class SORTABLEINTTOFLOAT {
/**
   * Converts a sortable <code>int</code> back to a <code>float</code>.
   * @see #floatToSortableInt
   */
  public static float sortableIntToFloat(int val) {
    if (val<0) val ^= 0x7fffffff;
    return Float.intBitsToFloat(val);
  }
}",2.0,1,8,2,211.0,Short (4-10),Very Short (2-5),Short (4-10) | Very Short (2-5),SORTABLEINTTOFLOAT,"['[1620703125]', '[-1678291552]']",[],"[0.12599992752075195, 0.17400002479553223]",[]
699,"public class NUMBEROFTRAILINGZEROS {
/**
     * Returns the number of zero bits following the lowest-order (""rightmost"")
     * one-bit in the two's complement binary representation of the specified
     * {@code long} value.  Returns 64 if the specified value has no
     * one-bits in its two's complement representation, in other words if it is
     * equal to zero.
     *
     * @param i the value whose number of trailing zeros is to be computed
     * @return the number of zero bits following the lowest-order (""rightmost"")
     *     one-bit in the two's complement binary representation of the
     *     specified {@code long} value, or 64 if the value is equal
     *     to zero.
     * @since 1.5
     */
    public static int numberOfTrailingZeros(long i) {
        // HD, Figure 5-14
        int x, y;
        if (i == 0) return 64;
        int n = 63;
        y = (int)i; if (y != 0) { n = n -32; x = y; } else x = (int)(i>>>32);
        y = x <<16; if (y != 0) { n = n -16; x = y; }
        y = x << 8; if (y != 0) { n = n - 8; x = y; }
        y = x << 4; if (y != 0) { n = n - 4; x = y; }
        y = x << 2; if (y != 0) { n = n - 2; x = y; }
        return n - ((x << 1) >>> 31);
    }
}",7.0,8,68,25,563.0,Very Long (41+),Long (21+),Very Long (41+) | Long (21+),NUMBEROFTRAILINGZEROS,"['[-1101585057]', '[0]', '[-1846856236]', '[-2119154368]', '[9472]', '[-1107296256]']",[],"[0.39100003242492676, 0.4700000286102295, 0.48000001907348633, 0.5980000495910645, 1.0929999351501465, 1.4270000457763672]",[]
240,"public class HYPERGEOMETRIC {
/**
   * Find a hypergeometric distribution.  This uses exact math, trying
   * fairly hard to avoid numeric overflow by interleaving
   * multiplications and divisions.
   * (To do: make it even better at avoiding overflow, by using loops
   * that will do either a multiple or divide based on the size of the
   * intermediate result.)
   *
   * @param k The number of black balls drawn
   * @param n The total number of balls
   * @param r The number of black balls
   * @param m The number of balls drawn
   * @return The hypergeometric value
   */
  public static double hypergeometric(int k, int n, int r, int m) {
    if (k < 0 || r > n || m > n || n <= 0 || m < 0 || r < 0) {
      throw new IllegalArgumentException(""Invalid hypergeometric"");
    }

    // exploit symmetry of problem
    if (m > n / 2) {
      m = n - m;
      k = r - k;
    }
    if (r > n / 2) {
      r = n - r;
      k = m - k;
    }
    if (m > r) {
      int temp = m;
      m = r;
      r = temp;
    }
    // now we have that k <= m <= r <= n/2

    if (k < (m + r) - n || k > m) {
      return 0.0;
    }

    // Do limit cases explicitly
    // It's unclear whether this is a good idea.  I put it in fearing
    // numerical errors when the numbers seemed off, but actually there
    // was a bug in the Fisher's exact routine.
    if (r == n) {
      if (k == m) {
        return 1.0;
      } else {
        return 0.0;
      }
    } else if (r == n - 1) {
      if (k == m) {
        return (n - m) / (double) n;
      } else if (k == m - 1) {
        return m / (double) n;
      } else {
        return 0.0;
      }
    } else if (m == 1) {
      if (k == 0) {
        return (n - r) / (double) n;
      } else if (k == 1) {
        return r / (double) n;
      } else {
        return 0.0;
      }
    } else if (m == 0) {
      if (k == 0) {
        return 1.0;
      } else {
        return 0.0;
      }
    } else if (k == 0) {
      double ans = 1.0;
      for (int m0 = 0; m0 < m; m0++) {
        ans *= ((n - r) - m0);
        ans /= (n - m0);
      }
      return ans;
    }

    double ans = 1.0;
    // do (n-r)x...x((n-r)-((m-k)-1))/n x...x (n-((m-k-1)))
    // leaving rest of denominator to get to multimply by (n-(m-1))
    // that's k things which goes into next loop
    for (int nr = n - r, n0 = n; nr > (n - r) - (m - k); nr--, n0--) {
      // System.out.println(""Multiplying by "" + nr);
      ans *= nr;
      // System.out.println(""Dividing by "" + n0);
      ans /= n0;
    }
    // System.out.println(""Done phase 1"");
    for (int k0 = 0; k0 < k; k0++) {
      ans *= (m - k0);
      // System.out.println(""Multiplying by "" + (m-k0));
      ans /= ((n - (m - k0)) + 1);
      // System.out.println(""Dividing by "" + ((n-(m+k0)+1)));
      ans *= (r - k0);
      // System.out.println(""Multiplying by "" + (r-k0));
      ans /= (k0 + 1);
      // System.out.println(""Dividing by "" + (k0+1));
    }
    return ans;
  }
}",26.0,6,48,54,104.0,Very Long (41+),Long (21+),Very Long (41+) | Long (21+),HYPERGEOMETRIC,"['[1695100798, 1914807501, 1282667749, 1021736239]', '[126, 1912602624, 7536869, 0]', '[1695148414, 945202381, 192696883, 826845188]', '[12158, 1914807501, 1282667749, 29952]', '[570503038, 1914807487, 1282667749, 753300783]']","['[1960758152, 1604190596, -1552529883, -528439211]']","[0.14800000190734863, 0.2109999656677246, 0.24699997901916504, 0.4930000305175781, 150.95000004768372]",[0.07599997520446777]
674,"public class HSBTORGB {
/**
     * Converts the components of a color, as specified by the HSB
     * model, to an equivalent set of values for the default RGB model.
     * <p>
     * The <code>saturation</code> and <code>brightness</code> components
     * should be floating-point values between zero and one
     * (numbers in the range 0.0-1.0).  The <code>hue</code> component
     * can be any floating-point number.  The floor of this number is
     * subtracted from it to create a fraction between 0 and 1.  This
     * fractional number is then multiplied by 360 to produce the hue
     * angle in the HSB color model.
     * <p>
     * The integer that is returned by <code>HSBtoRGB</code> encodes the
     * value of a color in bits 0-23 of an integer value that is the same
     * format used by the method {@link #getRGB() getRGB}.
     * This integer can be supplied as an argument to the
     * <code>Color</code> constructor that takes a single integer argument.
     * @param     hue   the hue component of the color
     * @param     saturation   the saturation of the color
     * @param     brightness   the brightness of the color
     * @return    the RGB value of the color with the indicated hue,
     *                            saturation, and brightness.
     * @see       java.awt.Color#getRGB()
     * @see       java.awt.Color#Color(int)
     * @see       java.awt.image.ColorModel#getRGBdefault()
     * @since     JDK1.0
     */
    public static int HSBtoRGB(float hue, float saturation, float brightness) {
        int r = 0, g = 0, b = 0;
        if (saturation == 0) {
            r = g = b = (int) (brightness * 255.0f + 0.5f);
        } else {
            float h = (hue - (float)Math.floor(hue)) * 6.0f;
            float f = h - (float)java.lang.Math.floor(h);
            float p = brightness * (1.0f - saturation);
            float q = brightness * (1.0f - saturation * f);
            float t = brightness * (1.0f - (saturation * (1.0f - f)));
            switch ((int) h) {
            case 0:
                r = (int) (brightness * 255.0f + 0.5f);
                g = (int) (t * 255.0f + 0.5f);
                b = (int) (p * 255.0f + 0.5f);
                break;
            case 1:
                r = (int) (q * 255.0f + 0.5f);
                g = (int) (brightness * 255.0f + 0.5f);
                b = (int) (p * 255.0f + 0.5f);
                break;
            case 2:
                r = (int) (p * 255.0f + 0.5f);
                g = (int) (brightness * 255.0f + 0.5f);
                b = (int) (t * 255.0f + 0.5f);
                break;
            case 3:
                r = (int) (p * 255.0f + 0.5f);
                g = (int) (q * 255.0f + 0.5f);
                b = (int) (brightness * 255.0f + 0.5f);
                break;
            case 4:
                r = (int) (t * 255.0f + 0.5f);
                g = (int) (p * 255.0f + 0.5f);
                b = (int) (brightness * 255.0f + 0.5f);
                break;
            case 5:
                r = (int) (brightness * 255.0f + 0.5f);
                g = (int) (p * 255.0f + 0.5f);
                b = (int) (q * 255.0f + 0.5f);
                break;
            }
        }
        return 0xff000000 | (r << 16) | (g << 8) | (b << 0);
    }
}",3.0,17,139,41,538.0,Very Long (41+),Long (21+),Very Long (41+) | Long (21+),HSBTORGB,"['[0.29092467, 0.23786491, 0.4033546]', '[0.49749196, 0.7950266, 0.6117131]', '[0.0, 0.0, 0.0]', '[0.7038038, 0.3568229, 0.20018256]', '[0.918388, 0.82232803, 0.7662075]', '[0.5946031, 0.66178244, 0.31125027]', '[0.15851182, 0.16380155, 0.6560568]']",[],"[0.47300004959106445, 0.5280001163482666, 0.5369999408721924, 0.5529999732971191, 0.5690000057220459, 0.5690000057220459, 0.6019999980926514]",[]
